id_prod,date,session_id,client_id,price,categ,sex,birth,age,age_range,age_range_mean,month,price_customer_purchase,price_range,number_purchase,number_purchase_month,basket_size
0_1270,2021-05-07 22:29:45.400618,s_31352,c_6714,6.62,0,f,1968,54,"(48.0, 63.0]",55,5,73220.8,"(4.99, 7.41]",4473,391,4
0_1419,2021-12-20 05:35:37.158367,s_137086,c_1609,8.99,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(7.41, 9.87]",12855,1287,2
1_493,2021-05-16 21:51:02.679393,s_35461,c_6714,10.99,1,f,1968,54,"(48.0, 63.0]",55,5,73220.8,"(9.87, 11.73]",4473,391,3
0_1786,2021-06-21 20:02:34.116663,s_51873,c_1609,19.2,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(17.99, 20.99]",12855,946,4
1_475,2021-03-14 17:05:08.292179,s_6304,c_1609,20.99,1,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(17.99, 20.99]",12855,1083,1
1_615,2021-08-11 05:12:24.892135,s_74171,c_1609,23.99,1,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(20.99, 27.52]",12855,901,2
0_1001,2021-11-25 15:38:59.963276,s_124919,c_1609,4.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(0.619, 4.99]",12855,1057,4
0_1344,2021-12-31 10:23:16.699975,s_142809,c_1609,19.04,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(17.99, 20.99]",12855,1287,1
1_8,2022-02-25 18:48:49.879761,s_170799,c_6714,21.57,1,f,1968,54,"(48.0, 63.0]",55,2,73220.8,"(20.99, 27.52]",4473,348,4
0_1546,2022-01-14 09:29:44.813937,s_149633,c_1609,12.86,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(11.73, 13.9]",12855,1011,1
1_398,2021-03-08 00:43:26.646122,s_3244,c_1609,10.17,1,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(9.87, 11.73]",12855,1083,4
0_1471,2021-05-25 05:32:37.995126,s_39189,c_1609,12.99,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(11.73, 13.9]",12855,1132,1
0_478,2021-07-05 06:05:33.554971,s_58082,c_1609,14.84,0,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(13.9, 15.99]",12855,829,3
0_1541,2021-04-23 14:36:17.953402,s_24639,c_6714,11.99,0,f,1968,54,"(48.0, 63.0]",55,4,73220.8,"(11.73, 13.9]",4473,401,5
0_1170,2021-12-22 22:28:41.964314,s_138450,c_6714,4.19,0,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(0.619, 4.99]",4473,400,4
0_2216,2021-05-24 19:26:44.668658,s_39008,c_1609,4.56,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(0.619, 4.99]",12855,1132,2
1_259,2021-06-28 20:13:14.665556,s_55175,c_1609,10.99,1,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(9.87, 11.73]",12855,946,4
0_1449,2022-02-27 18:36:33.256550,s_171818,c_6714,4.99,0,f,1968,54,"(48.0, 63.0]",55,2,73220.8,"(0.619, 4.99]",4473,348,1
1_457,2021-04-23 17:02:18.592690,s_24667,c_1609,22.99,1,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(20.99, 27.52]",12855,1091,2
0_441,2021-04-30 21:37:51.201885,s_28105,c_1609,6.99,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(4.99, 7.41]",12855,1091,3
1_305,2021-04-12 17:06:14.965893,s_19624,c_6714,29.99,1,f,1968,54,"(48.0, 63.0]",55,4,73220.8,"(27.52, 300.0]",4473,401,6
1_293,2021-11-10 12:16:01.407555,s_117517,c_1609,22.99,1,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(20.99, 27.52]",12855,1057,4
0_1018,2021-03-10 20:40:45.331116,s_4532,c_1609,11.06,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(9.87, 11.73]",12855,1083,2
0_1452,2021-03-07 07:20:06.223131,s_2924,c_1609,13.77,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(11.73, 13.9]",12855,1083,6
0_2107,2022-02-16 23:19:17.587163,s_166309,c_1609,5.99,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(4.99, 7.41]",12855,1074,4
0_1021,2021-03-30 15:16:35.799026,s_13570,c_1609,8.99,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(7.41, 9.87]",12855,1083,5
1_378,2021-11-13 17:27:26.541654,s_119126,c_3454,26.61,1,m,1969,53,"(48.0, 63.0]",55,11,54466.37999999937,"(20.99, 27.52]",3275,291,1
1_640,2021-12-13 17:08:51.052330,s_133834,c_1609,11.9,1,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(11.73, 13.9]",12855,1287,2
0_1467,2021-12-25 01:11:29.453393,s_139561,c_6714,4.99,0,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(0.619, 4.99]",4473,400,5
1_282,2022-01-12 06:21:35.349329,s_148610,c_6714,23.2,1,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(20.99, 27.52]",4473,380,2
2_64,2021-04-21 01:32:19.108361,s_23451,c_4958,163.94,2,m,1999,23,"(17.925, 33.0]",25,4,144257.21000000183,"(27.52, 300.0]",2562,209,2
2_74,2021-11-19 18:14:27.546638,s_122096,c_4958,120.22,2,m,1999,23,"(17.925, 33.0]",25,11,144257.21000000183,"(27.52, 300.0]",2562,230,2
0_1560,2021-08-23 23:52:00.444259,s_79824,c_6714,12.12,0,f,1968,54,"(48.0, 63.0]",55,8,73220.8,"(11.73, 13.9]",4473,290,1
0_1666,2021-09-16 08:06:52.497813,s_90680,c_1609,8.78,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(7.41, 9.87]",12855,1428,4
1_441,2021-09-06 09:02:31.343043,s_85783,c_1609,24.99,1,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(20.99, 27.52]",12855,1428,2
0_1514,2022-01-21 21:24:57.679720,s_153246,c_1609,11.01,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(9.87, 11.73]",12855,1011,4
0_1288,2022-01-30 14:21:38.467462,s_157449,c_1609,9.55,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(7.41, 9.87]",12855,1011,4
1_383,2021-03-13 08:17:19.321784,s_5657,c_4958,28.99,1,m,1999,23,"(17.925, 33.0]",25,3,144257.21000000183,"(27.52, 300.0]",2562,219,1
2_209,2021-08-26 02:14:28.260296,s_80720,c_4958,69.99,2,m,1999,23,"(17.925, 33.0]",25,8,144257.21000000183,"(27.52, 300.0]",2562,255,3
2_154,2022-02-18 21:59:54.990854,s_167301,c_4958,96.74,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,1
1_183,2021-11-28 23:10:49.235323,s_126529,c_6714,24.99,1,f,1968,54,"(48.0, 63.0]",55,11,73220.8,"(20.99, 27.52]",4473,410,6
0_1424,2021-04-14 02:36:23.172499,s_20263,c_6714,8.41,0,f,1968,54,"(48.0, 63.0]",55,4,73220.8,"(7.41, 9.87]",4473,401,5
0_1605,2021-04-15 09:05:58.023685,s_20849,c_1609,6.99,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(4.99, 7.41]",12855,1091,2
0_2080,2022-02-10 06:14:45.987895,s_162809,c_1609,12.76,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(11.73, 13.9]",12855,1074,2
0_1039,2021-06-02 13:02:23.954978,s_43065,c_1609,11.99,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(11.73, 13.9]",12855,946,8
0_131,2021-07-04 21:24:23.971988,s_57905,c_1609,11.99,0,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(11.73, 13.9]",12855,829,4
0_1356,2021-06-30 16:51:01.140595,s_56035,c_3454,5.57,0,m,1969,53,"(48.0, 63.0]",55,6,54466.37999999937,"(4.99, 7.41]",3275,241,1
0_0,2021-03-10 06:43:31.234015,s_4266,c_6714,3.75,0,f,1968,54,"(48.0, 63.0]",55,3,73220.8,"(0.619, 4.99]",4473,391,6
2_46,2021-11-29 01:59:24.979012,s_126610,c_4958,41.31,2,m,1999,23,"(17.925, 33.0]",25,11,144257.21000000183,"(27.52, 300.0]",2562,230,1
0_1145,2022-01-20 13:38:28.136048,s_152604,c_1609,6.99,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(4.99, 7.41]",12855,1011,1
1_395,2021-11-17 17:49:20.843397,s_121086,c_6714,28.99,1,f,1968,54,"(48.0, 63.0]",55,11,73220.8,"(27.52, 300.0]",4473,410,3
0_1021,2021-03-28 10:09:53.952767,s_12560,c_6714,8.99,0,f,1968,54,"(48.0, 63.0]",55,3,73220.8,"(7.41, 9.87]",4473,391,6
0_1452,2021-05-10 03:43:55.733589,s_32404,c_1609,13.77,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(11.73, 13.9]",12855,1132,3
0_1487,2022-01-18 00:39:39.157288,s_151394,c_1609,4.99,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(0.619, 4.99]",12855,1011,3
1_462,2021-09-04 11:20:50.376117,s_84929,c_3454,16.66,1,m,1969,53,"(48.0, 63.0]",55,9,54466.37999999937,"(15.99, 17.99]",3275,300,1
0_1461,2021-09-22 13:48:51.297163,s_93758,c_1609,11.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(11.73, 13.9]",12855,1428,2
0_1396,2021-08-07 03:24:00.839152,s_72393,c_1609,9.57,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(7.41, 9.87]",12855,901,2
